result,odds-home,odds-draw,odds-away,home-wins,home-draw,home-losses,home-goals,home-opposition-goals,home-shots,home-shots-on-target,home-opposition-shots,home-opposition-shots-on-target,away-wins,away-draw,away-losses,away-goals,away-opposition-goals,away-shots,away-shots-on-target,away-opposition-shots,away-opposition-shots-on-target
H,1.5,4.2,7.0,4,0,6,16,17,118,43,118,44,0,1,9,7,22,111,30,159,59
H,3.75,3.1,2.1,3,2,5,10,13,135,39,135,38,7,3,0,14,5,148,46,114,40
H,1.29,5.75,9.0,6,1,3,16,10,145,35,135,27,5,1,4,17,15,153,51,125,43
H,1.83,3.6,4.5,1,3,6,7,13,114,34,150,50,2,2,6,12,22,105,35,136,46
H,5.5,3.75,1.66,0,2,8,3,14,82,33,127,47,6,3,1,18,9,135,65,111,45
H,2.6,3.0,2.88,1,4,5,9,14,101,35,141,39,6,4,0,18,8,130,48,143,33
H,1.6,3.5,6.5,3,3,4,14,17,121,48,119,40,3,2,5,8,10,157,45,107,35
H,1.67,3.75,5.5,7,1,2,17,6,146,48,88,25,6,2,2,23,9,181,56,79,22
H,1.8,3.5,4.75,2,4,4,13,15,134,39,118,41,4,5,1,22,15,120,47,146,48
H,1.61,3.25,6.5,5,4,1,12,6,114,55,108,51,4,3,3,9,9,101,46,102,47
H,1.25,6.0,12.0,6,2,2,22,12,190,61,135,47,2,4,4,10,15,97,39,152,58
H,1.39,4.75,8.0,7,3,0,18,9,152,50,119,29,4,4,2,13,14,125,44,161,42
H,3.3,3.3,2.25,2,4,4,6,12,116,28,142,39,3,2,5,10,12,115,34,119,36
H,3.4,3.1,2.25,2,2,6,6,17,110,42,163,68,4,3,3,14,14,138,42,123,51
H,1.33,4.75,10.0,5,4,1,20,12,178,64,161,53,4,2,4,12,16,124,42,178,65
H,2.2,3.3,3.4,6,2,2,16,12,188,60,106,39,4,1,5,14,16,86,31,163,46
H,1.33,5.0,9.0,6,2,2,18,6,150,56,129,44,2,4,4,7,11,125,36,130,46
H,2.5,3.2,2.88,2,2,6,6,17,119,40,161,46,4,3,3,12,13,127,36,137,39
H,1.44,4.2,7.5,5,3,2,15,12,137,51,130,44,3,4,3,11,12,100,29,138,51
H,1.55,3.5,7.5,6,2,2,17,8,184,49,124,29,4,2,4,16,15,169,54,125,42
H,2.2,3.3,3.25,3,2,5,14,15,123,41,124,48,6,1,3,15,12,137,40,126,33
H,1.62,3.6,6.0,6,2,2,16,10,144,51,143,45,3,3,4,11,15,154,53,123,45
H,2.2,2.87,3.75,2,3,5,8,13,91,28,186,63,1,3,6,7,15,106,31,145,48
H,3.75,3.3,2.1,4,4,2,10,6,121,38,147,45,5,1,4,13,12,144,42,119,33
H,3.75,3.5,2.0,2,2,6,18,17,148,51,137,39,8,1,1,26,10,192,71,120,44
H,1.95,3.5,4.0,2,4,4,13,16,120,42,107,39,5,3,2,14,9,135,42,148,44
H,2.2,2.87,3.75,1,5,4,6,13,99,27,171,44,4,3,3,12,10,108,39,144,45
H,2.4,3.1,3.1,5,3,2,16,11,148,53,114,42,5,2,3,14,14,188,58,129,37
H,4.0,3.3,2.0,4,4,2,21,17,117,43,148,51,6,2,2,18,12,139,52,116,32
H,2.25,2.5,4.5,3,2,5,13,18,128,37,122,48,4,5,1,10,4,108,41,147,39
H,1.4,4.2,9.0,6,1,3,17,10,190,62,119,40,2,5,3,10,12,117,42,115,39
H,2.1,3.2,3.6,1,2,7,5,21,110,30,183,62,3,3,4,9,11,122,41,130,42
H,1.67,3.5,5.5,3,2,5,16,18,166,55,133,47,2,3,5,9,15,108,30,157,51
H,1.14,6.5,19.0,5,3,2,14,11,109,64,103,51,1,2,7,6,17,73,31,131,56
H,1.3,6.0,9.0,5,3,2,21,14,146,52,97,32,4,1,5,9,17,133,38,128,43
H,1.25,5.5,15.0,8,1,1,22,5,162,68,85,31,3,4,3,7,11,114,31,141,39
H,1.25,5.5,12.0,8,1,1,17,8,156,66,114,46,0,3,7,5,12,137,42,153,47
H,1.3,5.0,10.0,9,1,0,26,2,213,85,69,15,4,1,5,9,11,125,42,124,45
H,1.8,3.5,4.5,4,4,2,13,12,135,48,106,36,4,3,3,8,8,109,36,128,43
H,2.1,3.1,3.75,2,4,4,11,14,143,50,120,47,5,2,3,18,10,114,42,154,45
H,1.44,3.8,9.0,5,2,3,13,11,168,61,121,46,3,3,4,12,14,139,43,137,49
H,1.53,3.75,7.0,3,5,2,15,13,106,42,173,52,3,3,4,13,17,131,40,125,45
H,4.33,3.25,1.91,4,3,3,10,10,114,39,135,46,5,2,3,18,13,148,51,115,40
H,2.2,3.2,3.4,1,1,8,8,19,99,29,134,52,2,4,4,10,14,135,35,125,44
H,2.2,2.9,3.8,2,2,6,6,15,124,34,137,61,1,3,6,6,17,143,36,136,50
H,1.3,4.75,12.0,4,3,3,16,13,172,54,140,48,5,2,3,11,10,112,34,131,44
H,1.33,4.5,10.0,6,2,2,16,11,143,47,116,34,1,4,5,14,22,158,57,160,59
H,1.91,3.5,4.2,3,3,4,10,10,136,39,143,54,3,2,5,8,15,131,42,119,44
H,2.05,3.25,3.75,1,4,5,5,16,85,32,201,66,4,1,5,14,25,97,46,183,64
H,1.4,4.5,8.0,6,2,2,24,15,162,57,99,39,4,2,4,14,10,123,36,130,45
H,1.83,3.25,4.75,4,3,3,16,14,181,58,113,41,0,6,4,5,10,173,55,136,47
H,1.22,6.0,12.0,5,2,3,20,17,128,43,137,44,3,3,4,8,12,117,36,178,48
H,1.5,3.75,7.5,3,3,4,10,12,130,42,94,34,1,1,8,9,23,122,38,161,63
H,2.38,3.3,2.9,3,4,3,11,10,171,55,133,38,4,3,3,18,9,144,49,138,36
H,1.44,4.0,8.0,7,1,2,20,11,155,68,163,44,3,3,4,10,10,115,42,141,46
H,2.63,3.1,2.8,3,2,5,15,21,186,63,138,52,4,3,3,15,16,124,48,120,43
H,1.25,5.25,13.0,7,3,0,21,6,156,69,126,40,4,5,1,14,12,124,47,117,36
H,1.4,4.33,8.0,7,1,2,16,5,108,46,104,20,2,2,6,9,18,136,36,108,50
H,2.05,3.25,3.75,2,4,4,10,15,114,32,171,56,3,2,5,10,12,130,43,187,58
H,1.44,4.33,7.0,7,1,2,20,11,144,55,142,46,3,4,3,13,13,160,62,144,61
H,1.62,3.6,6.0,5,4,1,11,3,135,42,146,39,3,4,3,11,7,87,31,127,39
H,1.36,4.5,9.0,4,5,1,15,11,152,59,124,36,2,4,4,10,15,122,47,120,40
H,1.36,4.75,6.5,7,1,2,20,11,170,46,107,36,3,3,4,11,11,132,40,140,47
H,1.95,3.1,4.33,5,1,4,14,9,149,58,156,52,0,3,7,9,23,145,51,143,65
H,1.36,5.0,8.5,7,2,1,15,6,139,79,90,44,5,3,2,24,15,89,59,92,42
H,2.75,3.1,2.63,5,0,5,9,13,111,33,150,45,4,2,4,14,15,127,43,128,36
H,1.73,3.4,5.5,6,3,1,18,10,163,56,135,45,4,2,4,13,13,183,61,126,45
H,1.83,3.1,5.0,3,1,6,7,13,139,45,123,47,2,2,6,11,23,115,38,155,50
H,1.4,4.33,8.5,6,3,1,18,7,132,48,115,38,3,2,5,6,8,101,29,120,35
H,2.7,3.1,2.7,4,3,3,12,14,128,42,123,38,5,2,3,19,15,164,50,151,45
H,3.75,3.6,1.91,5,3,2,18,13,161,48,124,42,5,4,1,18,13,177,63,115,43
H,1.44,4.2,7.5,5,2,3,17,12,163,50,154,52,2,2,6,8,13,138,39,125,46
H,1.57,3.5,7.0,6,3,1,13,7,145,50,129,34,1,6,3,11,13,127,47,107,33
H,2.1,3.0,4.0,3,2,5,8,13,129,48,134,49,2,4,4,7,12,128,42,94,35
H,3.5,3.1,2.2,1,3,6,11,23,165,59,174,65,1,4,5,10,14,170,52,124,48
H,2.1,2.88,4.2,5,0,5,12,12,132,37,110,39,2,5,3,11,10,121,30,126,39
H,2.25,3.25,3.25,4,2,4,11,12,80,33,150,47,6,1,3,20,16,104,41,200,73
H,2.7,3.2,2.6,3,1,6,12,15,126,37,174,50,5,2,3,16,12,153,58,132,41
H,1.67,3.5,5.5,7,2,1,20,5,158,67,125,28,4,2,4,13,13,158,48,119,46
H,2.7,3.1,2.7,2,3,5,12,16,128,42,132,45,4,1,5,12,13,114,36,166,51
H,1.8,3.25,5.0,4,1,5,12,18,108,34,148,50,1,3,6,6,13,125,35,112,42
H,1.75,3.75,4.75,4,3,3,12,10,169,54,90,33,4,2,4,17,13,180,56,100,43
H,1.73,3.6,4.75,5,2,3,15,15,121,45,130,47,4,4,2,13,12,156,50,109,45
H,1.83,3.0,5.0,4,5,1,15,12,113,66,103,49,3,2,5,10,12,92,49,95,41
H,2.25,3.2,3.4,1,4,5,3,13,97,19,108,41,6,0,4,15,13,138,48,142,57
H,3.0,3.1,2.5,2,2,6,12,22,105,33,136,50,2,4,4,11,14,107,38,140,38
H,2.05,3.25,3.75,2,4,4,13,18,130,43,134,51,5,4,1,16,12,83,31,150,47
H,1.5,4.2,7.0,9,1,0,19,2,140,57,88,28,4,4,2,15,10,142,41,102,30
H,2.5,3.0,3.0,3,5,2,11,8,109,39,133,42,4,3,3,13,11,137,43,107,35
H,3.4,3.0,2.3,1,2,7,7,21,131,39,135,50,3,3,4,14,14,127,53,114,47
H,2.63,3.5,2.5,5,1,4,15,15,140,50,120,44,4,2,4,23,20,175,62,143,54
H,1.33,4.75,10.0,6,2,2,20,10,143,54,115,40,2,3,5,7,11,149,37,105,36
H,3.75,3.1,2.1,2,2,6,11,15,135,46,124,49,5,3,2,12,8,143,41,110,33
H,2.3,3.3,3.2,3,5,2,14,9,148,56,126,36,5,2,3,15,7,141,45,134,47
H,2.75,3.0,2.75,3,1,6,11,17,108,37,132,41,6,1,3,21,19,112,47,157,64
H,2.5,3.4,2.88,7,1,2,25,10,182,59,118,35,6,4,0,18,6,157,56,98,33
H,1.5,4.0,7.0,6,3,1,15,8,167,49,145,36,3,3,4,6,11,117,39,119,38
H,2.05,4.0,3.25,5,2,3,10,12,111,39,164,57,5,2,3,26,19,158,55,98,46
H,2.1,2.8,4.33,4,4,2,14,11,155,44,139,48,4,4,2,12,7,118,43,129,39
H,1.44,4.0,8.0,5,2,3,16,15,186,53,127,40,3,2,5,7,14,122,38,117,43
H,1.67,3.4,6.0,3,3,4,9,14,119,43,108,39,5,3,2,12,9,130,36,192,61
H,2.0,3.4,3.75,3,4,3,18,17,127,48,131,53,4,2,4,18,15,108,46,184,58
H,2.1,3.1,3.8,5,1,4,12,15,146,54,186,60,3,2,5,11,14,137,39,147,41
H,1.25,5.5,12.0,2,4,4,9,14,131,50,101,36,0,1,9,5,21,105,29,176,70
H,1.85,3.5,4.5,4,0,6,18,20,121,40,129,45,2,3,5,4,12,109,28,93,39
H,1.22,6.5,13.0,7,3,0,25,13,157,61,108,32,5,3,2,12,6,129,42,144,44
H,1.7,3.4,5.5,3,2,5,11,17,131,45,129,48,3,6,1,16,13,93,43,133,49
H,1.75,3.75,4.75,3,5,2,14,12,108,51,85,42,2,3,5,12,21,95,47,123,62
H,3.6,3.75,1.91,4,3,3,15,14,100,35,142,40,7,0,3,26,15,192,72,116,50
H,2.3,2.9,3.5,4,3,3,9,8,132,38,148,35,2,5,3,13,16,124,38,115,37
H,2.0,2.9,4.5,3,3,4,11,15,149,46,140,44,2,3,5,9,14,119,38,151,50
H,5.0,3.75,1.72,4,1,5,7,13,129,34,136,50,6,3,1,20,10,174,55,119,38
H,6.0,4.33,1.53,2,2,6,8,23,107,29,126,57,3,1,6,13,20,128,50,149,63
H,1.8,3.3,4.75,3,4,3,16,15,158,52,139,47,5,2,3,13,11,104,40,143,39
H,1.53,3.75,7.0,3,2,5,13,16,109,39,171,53,1,2,7,6,21,130,32,186,64
H,3.5,3.25,2.1,4,1,5,9,11,129,44,128,34,5,0,5,19,18,151,60,89,34
H,1.4,4.33,8.5,8,2,0,18,5,148,43,127,37,4,3,3,11,9,124,38,142,44
H,3.3,3.2,2.25,5,4,1,18,13,113,40,131,45,5,1,4,17,14,164,47,114,42
H,1.73,3.75,4.75,4,3,3,16,9,159,51,105,31,5,4,1,19,11,132,46,148,44
H,2.1,3.3,3.5,8,1,1,22,3,153,66,114,25,8,1,1,24,7,151,62,135,45
H,2.3,3.0,3.4,3,1,6,7,15,152,31,108,44,4,0,6,12,21,129,46,165,55
H,1.29,5.5,9.5,6,3,1,14,8,97,33,121,30,5,3,2,15,11,148,59,91,36
H,1.7,3.4,5.5,0,2,8,7,24,117,37,147,62,4,2,4,13,10,115,35,177,60
H,2.35,2.9,3.4,4,1,5,7,11,143,47,119,48,4,2,4,17,14,129,44,115,45
H,3.2,3.3,2.3,3,2,5,10,10,118,44,108,37,5,3,2,15,10,152,52,135,49
H,2.2,3.2,3.5,4,2,4,17,16,118,51,168,59,3,1,6,7,18,101,39,155,54
H,1.8,3.4,4.75,3,2,5,8,12,102,41,157,49,4,2,4,11,12,116,42,154,39
H,1.65,3.6,5.5,3,1,6,15,20,129,40,164,58,5,3,2,16,11,121,41,159,41
H,1.36,4.33,10.0,5,4,1,19,7,133,51,93,32,4,4,2,16,13,138,51,100,32
H,1.2,7.0,13.0,7,2,1,21,7,137,73,82,42,1,4,5,10,18,90,43,108,65
H,2.15,3.1,3.75,2,2,6,14,20,119,40,133,52,4,2,4,8,10,125,37,160,40
H,2.2,3.2,3.4,2,3,5,9,13,98,38,136,52,4,2,4,22,19,139,51,149,55
H,1.57,3.8,6.5,3,3,4,11,9,185,53,81,24,4,3,3,16,15,122,44,103,37
H,1.36,5.0,8.5,3,4,3,16,14,169,59,127,52,4,1,5,15,14,106,40,128,45
H,1.75,3.6,5.0,3,5,2,18,19,154,46,125,38,4,4,2,22,17,112,48,159,61
H,1.33,5.0,9.0,4,5,1,20,14,176,71,110,37,1,1,8,6,20,92,23,138,45
H,1.9,3.5,4.2,3,5,2,12,14,128,45,157,43,1,3,6,8,17,92,23,149,46
H,2.0,3.2,4.0,2,5,3,12,11,141,44,134,44,4,3,3,18,17,139,59,156,58
H,1.36,4.5,9.0,3,3,4,18,16,214,67,118,46,2,4,4,9,16,152,53,141,53
H,1.17,7.5,17.0,8,0,2,24,7,164,62,103,26,4,2,4,17,13,126,52,150,49
H,1.53,3.6,6.5,5,4,1,16,7,143,69,66,29,3,3,4,12,17,125,58,107,48
H,4.0,3.2,2.0,2,5,3,9,9,92,32,118,38,5,3,2,19,11,165,59,154,46
H,2.63,2.05,4.33,1,3,6,5,13,118,36,163,57,3,2,5,16,17,120,42,133,50
H,4.0,3.4,1.91,6,0,4,18,12,122,48,106,35,5,3,2,20,12,160,51,126,43
H,2.1,3.3,3.5,4,3,3,11,10,118,35,119,35,6,3,1,18,8,133,46,112,31
H,1.44,4.5,7.5,4,3,3,18,14,153,54,131,45,5,1,4,20,22,104,50,179,66
H,2.05,3.2,3.75,3,5,2,10,10,129,39,134,38,5,2,3,13,9,155,45,126,33
H,2.38,3.2,3.0,3,3,4,11,13,128,45,126,41,3,1,6,9,16,153,43,137,47
H,1.53,4.0,6.0,3,3,4,12,10,159,34,100,37,2,3,5,9,15,92,24,127,46
H,3.0,3.0,2.5,2,4,4,9,10,112,36,111,42,6,2,2,13,7,183,59,126,42
H,1.44,4.5,6.5,6,2,2,20,9,144,57,132,49,4,2,4,18,19,139,53,169,62
H,4.0,3.5,1.91,2,6,2,10,9,112,32,131,57,5,1,4,16,12,149,45,133,52
H,2.38,3.3,3.0,2,2,6,9,15,105,31,141,47,4,2,4,16,15,107,46,129,41
H,1.5,3.75,7.5,8,1,1,19,7,186,67,120,36,5,1,4,14,11,153,61,150,54
H,1.57,3.8,6.0,1,5,4,12,16,143,43,138,46,3,4,3,8,10,116,36,171,43
H,1.9,3.1,4.5,3,1,6,13,19,137,49,138,50,4,4,2,15,10,133,52,89,33
H,1.4,4.5,8.0,4,5,1,16,12,139,49,144,41,5,2,3,12,9,106,38,152,41
H,2.5,3.2,2.88,2,2,6,11,18,129,41,134,54,2,5,3,11,13,130,37,157,48
H,1.65,4.2,4.5,4,3,3,20,24,176,73,158,58,3,1,6,10,18,137,45,130,48
H,1.66,3.75,5.5,3,4,3,11,11,97,40,134,57,5,3,2,12,8,101,39,124,43
H,1.85,3.1,5.0,3,2,5,9,13,103,29,139,39,2,3,5,6,13,117,36,131,57
H,1.4,4.5,8.0,5,1,4,24,20,131,56,117,54,3,2,5,16,19,142,48,140,53
H,2.6,3.2,2.8,3,2,5,10,16,121,36,202,58,0,4,6,5,16,78,19,138,49
H,1.4,4.33,8.5,4,2,4,16,17,130,37,135,43,2,3,5,7,12,122,39,144,51
H,1.4,5.0,7.5,5,1,4,19,17,159,48,125,40,3,5,2,8,8,126,40,156,34
H,2.0,3.3,4.0,1,3,6,7,18,94,38,143,73,2,3,5,10,15,67,29,141,65
H,3.5,3.5,2.05,2,2,6,7,17,88,23,128,42,5,5,0,16,5,126,53,133,36
H,2.5,3.0,3.0,2,4,4,6,12,123,32,153,49,6,2,2,14,6,147,45,123,34
H,1.44,4.5,7.5,3,3,4,15,14,135,56,147,53,3,1,6,12,17,82,31,201,68
H,3.6,3.2,2.1,6,2,2,17,8,171,51,138,40,7,2,1,23,5,156,62,117,39
H,6.0,3.75,1.62,2,4,4,8,12,114,38,113,43,8,0,2,22,7,169,62,82,24
H,2.05,3.3,3.8,5,0,5,17,16,132,46,145,57,4,1,5,14,15,128,49,149,47
H,1.7,3.6,5.5,3,1,6,14,19,101,33,149,54,2,1,7,10,19,140,46,140,54
H,1.44,4.33,7.0,2,5,3,15,14,182,55,99,41,5,1,4,16,14,115,39,163,52
H,1.4,4.0,9.0,6,3,1,17,7,134,65,80,39,2,1,7,9,17,94,49,101,52
H,1.4,4.75,8.0,6,2,2,22,13,166,61,121,41,2,2,6,12,18,147,42,129,39
H,1.44,4.33,8.0,3,5,2,13,10,117,35,123,47,2,2,6,16,23,107,39,148,67
H,2.45,3.1,3.0,2,3,5,9,17,112,43,147,52,2,5,3,9,14,135,38,103,38
H,1.33,5.25,9.0,7,2,1,26,10,171,60,106,33,4,2,4,21,22,169,67,128,51
H,1.53,3.8,6.5,4,4,2,10,11,141,46,142,52,5,2,3,12,12,131,45,126,46
H,1.4,4.33,8.5,7,2,1,21,8,209,64,104,34,3,4,3,17,15,147,62,145,51
H,5.5,4.0,1.61,4,4,2,11,11,131,46,109,40,5,2,3,19,9,160,61,109,32
H,2.4,2.8,3.3,3,4,3,13,15,92,47,125,63,4,4,2,8,8,75,32,117,53
H,1.73,3.75,5.0,4,0,6,14,17,98,31,162,47,4,3,3,13,12,141,43,119,43
H,1.95,3.3,4.0,4,1,5,14,16,153,46,136,54,2,4,4,12,12,147,46,117,37
H,1.9,3.6,4.0,7,2,1,19,7,145,77,80,37,3,5,2,15,12,138,67,71,39
H,1.4,4.33,7.5,7,3,0,19,7,120,55,96,47,3,4,3,14,15,98,47,81,46
H,5.0,4.0,1.67,1,3,6,9,25,108,32,137,59,2,2,6,7,19,113,36,142,47
H,2.5,3.0,3.0,5,1,4,22,14,150,67,116,38,6,2,2,14,7,115,39,176,48
H,1.62,3.75,5.5,3,3,4,11,12,139,36,135,41,1,4,5,13,19,117,37,169,53
H,1.28,4.75,13.0,3,4,3,9,9,147,33,98,42,0,3,7,5,20,138,33,138,54
H,1.67,3.75,5.5,6,2,2,13,7,141,41,98,26,4,2,4,12,16,149,38,118,53
H,1.44,4.5,7.5,6,1,3,17,13,174,64,88,37,3,2,5,9,11,105,39,114,42
H,1.91,3.4,4.0,2,2,6,6,11,99,30,131,36,1,3,6,7,17,133,38,127,44
H,1.91,3.25,4.33,4,2,4,12,15,196,57,128,39,3,2,5,8,13,144,46,126,45
H,1.4,4.6,8.5,3,3,4,16,17,174,65,127,53,2,2,6,10,21,128,38,119,45
H,1.44,3.75,8.5,7,2,1,25,10,149,79,101,40,1,5,4,6,12,107,49,105,50
H,2.4,3.0,3.2,2,4,4,9,9,166,46,135,36,4,1,5,12,12,147,51,136,38
H,1.22,6.5,11.0,5,5,0,14,6,154,51,114,36,1,3,6,6,18,114,33,170,55
H,2.38,3.2,3.2,1,6,3,11,17,126,44,150,49,3,3,4,10,17,94,30,169,53
H,1.2,6.0,15.0,5,4,1,18,9,118,50,143,60,5,1,4,13,11,126,41,83,30
H,1.62,3.8,6.0,4,2,4,14,15,140,50,160,53,7,0,3,14,10,122,40,137,43
H,2.62,3.5,2.62,2,2,6,14,23,121,47,140,54,3,2,5,11,13,110,31,134,49
H,1.62,3.75,5.5,3,2,5,9,13,107,34,148,47,3,0,7,9,22,108,31,193,73
H,1.53,3.8,6.5,9,1,0,22,4,129,71,61,31,8,1,1,22,8,134,67,97,48
H,1.57,3.6,6.5,6,1,3,14,9,126,52,106,27,3,3,4,9,10,132,36,134,44
H,2.1,3.3,3.5,5,1,4,13,13,141,46,141,31,3,5,2,18,15,162,55,144,47
H,1.17,7.5,17.0,7,2,1,24,9,173,63,94,32,2,2,6,11,21,99,28,167,56
H,1.5,4.2,7.0,6,2,2,21,13,126,67,72,40,4,2,4,12,14,109,64,91,53
H,3.25,3.25,2.29,2,3,5,11,15,114,39,149,51,5,2,3,16,11,135,57,146,50
H,1.8,3.5,4.75,8,0,2,21,7,183,67,71,22,6,2,2,19,10,186,63,97,33
H,1.2,6.0,15.0,6,2,2,19,14,189,74,82,37,2,4,4,8,12,86,31,162,44
H,2.2,3.2,3.5,5,3,2,12,8,115,41,122,33,3,4,3,17,16,124,40,133,45
H,2.2,3.0,3.6,4,0,6,10,12,160,56,101,38,1,6,3,7,11,112,37,134,48
H,2.75,3.0,2.7,5,0,5,14,18,117,49,109,38,5,4,1,18,11,137,48,134,39
H,1.13,8.5,17.0,7,2,1,19,11,151,45,124,30,0,5,5,13,21,103,35,160,59
H,2.38,3.0,3.25,2,2,6,9,14,96,38,114,39,5,1,4,15,14,136,38,138,37
H,2.05,3.25,3.75,1,4,5,11,17,140,42,167,51,3,2,5,15,18,104,33,156,50
H,9.5,4.5,1.33,1,3,6,13,25,93,44,148,76,1,5,4,11,16,100,44,120,62
H,2.1,3.25,3.5,4,4,2,13,10,137,49,124,36,2,5,3,8,11,132,36,118,41
H,2.63,3.25,2.8,1,2,7,9,18,102,38,171,71,0,3,7,6,20,132,41,128,53
H,1.44,4.2,8.5,4,1,5,16,17,139,48,156,63,3,2,5,6,10,97,33,143,44
H,1.17,7.5,17.0,5,2,3,19,10,159,65,84,22,3,3,4,14,16,122,45,107,39
H,2.0,3.3,4.0,3,4,3,16,15,120,47,181,55,0,7,3,11,15,99,30,153,51
H,1.9,3.25,4.5,3,1,6,14,18,112,41,128,51,1,2,7,5,13,88,37,125,43
H,2.1,3.0,4.0,2,1,7,9,19,107,31,138,49,2,4,4,7,10,127,38,120,35
H,1.44,4.33,8.0,3,2,5,9,12,87,46,93,48,2,4,4,13,14,125,45,136,48
H,2.5,3.2,2.8,3,3,4,10,12,121,35,151,44,5,1,4,20,17,125,47,166,53
H,2.7,2.5,3.4,4,1,5,17,17,167,56,130,44,2,4,4,9,13,121,34,147,49
H,2.05,3.4,3.75,2,3,5,10,16,145,50,125,47,3,1,6,13,19,121,44,138,51
H,2.15,3.2,3.4,3,4,3,10,10,140,27,138,43,5,3,2,19,15,127,46,142,48
H,1.3,5.0,10.0,7,2,1,21,3,153,50,103,32,2,4,4,7,9,122,40,109,41
H,1.61,3.75,6.0,4,3,3,7,6,106,47,90,42,5,2,3,22,14,98,63,93,46
H,2.25,3.25,3.2,3,3,4,12,13,112,38,153,45,3,3,4,10,15,109,31,139,54
H,1.16,7.0,15.0,4,2,4,19,13,145,52,96,35,3,0,7,10,22,116,38,135,49
H,1.36,5.0,8.5,5,2,3,14,8,93,56,76,34,4,2,4,13,15,91,44,123,66
H,1.5,4.0,7.0,4,4,2,9,8,124,61,91,39,1,5,4,8,15,88,43,104,61
H,3.5,2.87,2.25,1,8,1,10,10,90,35,89,36,8,0,2,22,12,110,58,121,63
H,2.4,3.2,3.0,2,4,4,11,15,107,37,138,51,2,3,5,8,11,101,30,140,53
H,2.1,3.1,3.8,5,1,4,15,11,154,60,147,50,3,2,5,13,14,118,40,131,42
H,2.25,3.2,3.25,2,1,7,10,11,124,34,130,48,4,1,5,11,18,128,34,158,54
H,2.1,3.1,3.8,4,3,3,15,14,138,37,123,41,4,2,4,14,13,133,43,161,47
H,1.72,3.4,5.0,2,3,5,8,11,121,36,149,45,3,5,2,13,11,146,43,115,40
H,1.29,5.0,12.0,7,2,1,26,10,150,55,121,39,2,3,5,10,12,122,36,117,43
H,1.67,3.6,5.75,2,4,4,10,14,117,31,95,32,4,3,3,13,12,114,33,134,39
H,2.4,3.2,3.0,3,4,3,10,8,129,40,99,28,6,2,2,18,11,124,48,146,41
H,2.0,3.3,3.8,4,5,1,15,9,123,46,124,41,2,1,7,9,20,145,40,147,46
H,1.25,5.0,13.0,8,1,1,27,11,160,87,103,44,2,5,3,10,13,89,35,99,45
H,1.53,4.5,5.75,3,3,4,12,15,84,32,143,51,3,2,5,15,22,124,47,139,54
H,4.2,3.3,1.91,1,2,7,4,17,110,29,189,63,4,2,4,17,14,137,54,131,42
H,1.53,3.8,6.5,3,2,5,14,17,153,41,114,49,3,4,3,9,10,120,40,102,39
H,2.5,3.0,3.1,2,1,7,7,20,132,33,152,46,3,2,5,11,12,140,48,98,30
H,2.5,3.2,2.88,4,2,4,18,15,151,62,164,48,4,2,4,18,18,172,57,148,52
H,1.45,4.2,7.5,8,0,2,21,6,148,64,82,32,3,5,2,13,9,129,35,131,31
H,2.1,3.1,3.75,3,4,3,14,15,151,45,180,60,7,0,3,19,10,115,48,98,34
H,1.33,5.5,8.0,7,1,2,20,8,147,53,126,44,3,3,4,9,11,107,30,130,40
H,1.85,3.4,4.33,1,2,7,6,15,110,29,162,49,1,4,5,7,16,66,28,158,51
H,2.6,3.0,2.87,4,5,1,14,8,133,50,120,33,5,1,4,15,14,149,54,139,47
H,2.38,3.0,3.2,2,3,5,10,17,131,44,135,51,5,3,2,19,13,169,73,163,49
H,1.5,3.75,7.5,6,1,3,18,8,173,60,142,46,3,3,4,10,13,138,37,186,63
H,1.4,4.2,8.0,5,2,3,14,16,92,45,95,55,6,1,3,13,10,98,48,102,54
H,3.4,3.3,2.2,2,3,5,9,19,114,25,225,57,2,3,5,9,16,117,43,164,51
H,1.25,5.5,11.0,9,1,0,23,8,126,60,72,31,2,4,4,8,13,101,51,104,49
H,1.91,3.5,4.2,5,3,2,16,15,157,55,126,57,2,4,4,12,14,116,33,150,43
H,2.1,3.0,4.0,2,2,6,11,18,160,44,134,45,3,4,3,18,18,149,49,103,40
H,1.91,3.4,4.0,6,4,0,17,3,140,49,112,33,5,2,3,18,14,126,42,137,48
H,1.91,3.3,4.2,3,4,3,7,8,145,29,105,29,4,2,4,14,15,129,40,164,44
H,1.53,3.6,7.5,7,2,1,15,3,149,51,95,26,2,3,5,10,18,136,36,114,43
H,1.29,5.5,11.0,6,2,2,21,10,184,65,99,33,2,3,5,4,12,83,30,137,43
H,1.75,3.5,4.75,5,2,3,13,11,123,38,123,35,6,1,3,15,11,135,54,156,54
H,1.62,4.0,5.5,4,4,2,17,12,179,71,121,41,3,2,5,15,18,121,45,149,50
H,1.55,3.8,6.5,6,1,3,17,12,128,38,128,47,8,0,2,18,8,144,41,116,37
H,2.05,3.1,4.2,3,4,3,10,12,131,41,133,40,3,6,1,14,12,142,50,126,43
H,1.2,6.5,13.0,6,3,1,18,7,165,70,136,31,0,6,4,13,19,140,44,163,56
H,1.67,3.75,5.5,8,2,0,19,2,173,64,89,17,6,3,1,12,6,130,46,127,47
H,1.2,5.5,17.0,10,0,0,23,4,114,60,91,36,2,3,5,7,14,89,38,99,49
H,1.73,3.5,5.0,3,4,3,11,9,103,37,127,42,1,3,6,6,18,124,34,181,57
