result,odds-home,odds-draw,odds-away,home-wins,home-draw,home-losses,home-goals,home-opposition-goals,home-shots,home-shots-on-target,home-opposition-shots,home-opposition-shots-on-target,away-wins,away-draw,away-losses,away-goals,away-opposition-goals,away-shots,away-shots-on-target,away-opposition-shots,away-opposition-shots-on-target
H,1.5,4.0,6.5,5,4,1,14,6,128,40,87,27,5,1,4,18,15,126,45,127,40
H,1.75,3.4,5.5,4,5,1,17,12,110,45,111,36,5,1,4,13,12,108,50,99,36
H,1.5,4.0,7.0,4,4,2,14,14,141,48,108,43,4,1,5,13,11,123,44,121,47
H,1.61,3.5,6.25,5,4,1,16,8,169,60,91,34,3,5,2,11,10,112,40,132,38
H,1.61,3.2,5.5,5,2,3,13,18,73,32,127,52,0,3,7,3,18,105,34,124,46
H,2.5,3.25,2.8,3,3,4,12,14,144,42,135,49,5,3,2,15,11,107,34,100,39
H,1.85,3.4,4.33,1,3,6,8,14,132,38,110,39,3,2,5,13,12,114,36,123,30
H,1.91,3.4,4.33,3,1,6,11,14,129,49,118,52,2,2,6,9,17,115,36,119,39
H,1.36,4.33,10.0,6,0,4,18,13,125,48,130,42,3,3,4,16,17,110,41,148,58
H,2.38,3.2,3.0,2,4,4,13,15,97,43,147,41,3,2,5,15,14,123,43,116,49
H,2.0,3.2,4.0,1,6,3,13,16,103,39,107,46,1,2,7,3,16,108,36,120,45
H,1.7,3.3,6.0,7,1,2,19,12,130,47,121,42,4,2,4,12,13,155,45,123,43
H,1.44,3.8,9.5,5,4,1,19,9,152,54,114,35,4,2,4,12,11,149,51,135,39
H,1.2,6.0,15.0,7,3,0,21,7,113,48,108,34,5,0,5,13,13,106,39,130,46
H,1.8,3.6,4.75,5,3,2,15,12,131,49,106,35,4,5,1,9,5,121,46,114,36
H,1.17,7.0,15.0,8,1,1,23,2,153,65,113,27,3,3,4,9,15,84,34,145,45
H,1.4,4.33,8.5,5,4,1,19,11,138,58,97,33,4,3,3,12,8,90,31,176,54
H,1.8,3.5,4.5,2,3,5,11,15,133,47,101,43,5,2,3,15,9,116,45,131,38
H,2.25,3.0,3.0,4,2,4,12,11,119,55,77,38,3,2,5,15,15,115,47,135,51
H,3.8,3.8,1.85,5,4,1,17,11,174,62,107,38,8,2,0,29,5,167,59,93,21
H,1.91,3.25,4.33,2,2,6,9,15,113,28,109,40,2,5,3,12,13,110,45,143,54
H,1.44,4.2,8.5,5,0,5,20,11,135,52,110,36,5,2,3,13,11,84,29,122,40
H,1.4,4.5,8.0,4,3,3,16,15,119,47,124,41,1,5,4,8,12,95,35,125,34
H,1.5,4.0,6.5,3,2,5,9,11,134,40,127,40,0,2,8,4,21,107,29,124,47
H,1.95,3.3,4.0,3,2,5,10,12,110,39,126,47,3,3,4,13,12,97,35,137,33
H,2.5,3.2,3.0,2,3,5,9,16,138,54,127,47,1,3,6,7,23,85,34,166,65
H,2.7,3.0,2.8,6,3,1,12,3,123,45,88,21,6,3,1,17,8,158,55,94,43
H,1.72,3.5,5.5,4,2,4,11,10,109,33,113,36,1,3,6,10,17,108,36,140,53
H,1.85,3.4,4.75,2,2,6,7,15,120,34,120,51,2,2,6,11,19,83,33,155,49
H,1.53,4.0,6.5,4,3,3,8,9,103,35,101,39,2,1,7,10,22,110,40,163,65
H,2.25,2.87,3.3,4,3,3,13,10,142,37,112,42,6,3,1,21,11,138,49,92,35
H,1.83,3.1,4.75,2,2,6,7,12,105,41,97,35,3,4,3,10,9,95,43,104,41
H,1.95,3.25,4.2,4,4,2,18,11,156,55,87,31,5,4,1,12,7,116,40,99,27
H,2.1,3.2,3.6,2,5,3,12,13,125,42,119,48,2,6,2,14,13,110,42,112,35
H,2.05,3.0,4.0,2,5,3,12,13,101,46,109,52,2,1,7,5,15,77,30,104,49
H,1.44,4.5,7.5,5,1,4,23,13,179,59,103,35,2,4,4,10,10,110,45,132,45
H,2.29,3.1,3.39,3,1,6,13,18,96,37,141,53,4,3,3,12,9,96,30,153,42
H,1.57,3.4,5.5,7,2,1,19,7,118,58,91,47,5,3,2,11,10,138,52,90,37
H,1.8,3.5,4.75,5,4,1,17,10,101,41,98,33,4,3,3,8,11,96,37,109,45
H,2.1,2.8,3.5,1,3,6,6,16,121,57,94,48,2,4,4,7,12,86,34,114,57
H,1.6,4.2,5.25,6,2,2,19,9,115,50,144,44,8,2,0,18,5,131,49,94,26
H,2.5,2.75,2.87,3,4,3,6,6,82,28,88,44,5,2,3,14,7,93,40,85,34
H,1.73,3.4,5.25,3,4,3,19,16,137,42,129,57,4,1,5,15,10,106,45,122,41
H,1.3,5.5,10.0,5,1,4,17,15,185,73,118,45,4,5,1,16,11,120,44,98,41
H,2.2,3.2,3.4,3,3,4,12,14,120,46,105,40,1,6,3,4,8,100,23,119,36
H,2.75,2.87,2.8,1,2,7,6,21,100,24,152,57,3,4,3,10,16,108,38,158,57
H,1.62,3.8,6.0,4,0,6,16,13,137,47,116,38,4,2,4,10,11,102,43,130,37
H,1.91,3.2,4.33,3,4,3,6,10,135,43,99,40,3,3,4,12,11,123,45,164,55
H,2.15,3.2,3.5,3,2,5,10,14,109,30,105,38,5,3,2,16,12,98,37,103,43
H,1.36,5.0,8.5,5,2,3,22,16,138,49,129,45,0,0,10,5,25,130,37,133,59
