result,odds-home,odds-draw,odds-away,home-wins,home-draw,home-losses,home-goals,home-opposition-goals,home-shots,home-shots-on-target,home-opposition-shots,home-opposition-shots-on-target,away-wins,away-draw,away-losses,away-goals,away-opposition-goals,away-shots,away-shots-on-target,away-opposition-shots,away-opposition-shots-on-target
H,1.3,5.75,12.0,6,3,1,15,8,158,69,123,59,2,1,7,9,17,96,53,173,88
H,4.33,3.6,1.83,5,4,1,22,9,143,78,102,54,7,1,2,21,6,178,113,101,61
H,2.05,3.3,4.2,5,2,3,12,9,116,34,155,46,4,2,4,9,11,76,27,133,44
H,1.53,4.2,7.5,7,1,2,15,9,111,42,119,26,7,2,1,24,13,158,48,117,43
H,2.88,3.25,2.5,2,5,3,15,18,126,67,125,77,5,4,1,24,17,122,62,98,51
H,1.4,5.0,9.0,4,3,3,15,12,137,42,99,42,2,1,7,11,23,118,36,131,57
H,1.25,6.75,13.0,8,1,1,18,5,127,72,104,50,4,2,4,17,16,104,53,147,85
H,1.28,6.0,13.0,5,3,2,22,12,179,62,81,36,4,3,3,13,10,71,28,158,45
H,3.0,3.0,2.6,7,3,0,15,5,150,77,63,35,6,3,1,21,8,133,81,116,60
H,2.04,3.39,4.09,2,1,7,7,24,102,36,158,72,2,3,5,10,20,98,37,116,49
H,1.9,3.3,4.33,2,4,4,10,15,94,50,131,75,2,1,7,11,18,105,65,136,65
H,1.16,6.0,19.0,4,4,2,10,6,162,86,79,41,2,2,6,8,19,87,42,128,67
H,2.05,3.6,3.8,2,2,6,8,18,91,31,135,47,0,4,6,7,19,97,34,129,48
H,2.9,3.4,2.6,1,2,7,10,24,122,44,178,67,3,1,6,8,16,167,56,130,45
H,1.2,6.0,13.0,6,3,1,15,6,160,90,75,25,3,3,4,9,10,110,53,142,66
H,1.3,5.5,8.5,4,3,3,18,11,171,60,86,33,4,4,2,9,8,93,29,123,35
H,2.45,3.5,3.0,7,2,1,24,8,147,54,105,34,5,2,3,20,15,151,60,86,45
H,1.9,3.39,4.09,2,3,5,12,19,92,38,166,48,0,6,4,6,14,113,34,129,41
H,3.25,3.5,2.3,6,2,2,17,12,133,47,144,53,7,1,2,23,10,141,56,127,39
H,2.25,3.5,3.4,5,1,4,14,16,134,44,133,45,5,2,3,13,7,115,43,118,36
H,1.75,4.0,5.0,5,3,2,12,9,114,47,157,47,6,3,1,15,6,117,44,153,37
H,1.61,3.6,5.5,2,2,6,11,13,108,53,92,46,2,5,3,6,11,86,39,103,48
H,2.1,3.4,3.6,3,1,6,11,24,115,60,143,85,2,1,7,9,14,147,83,108,63
